1.00,1.00,-0.14,-0.09,-0.30,0.51,-0.45,-0.06,-0.43,-0.44,-0.45,-0.21
1.00,1.00,-0.14,-0.09,-0.30,0.51,-0.45,-0.06,-0.43,-0.44,-0.45,-0.21
-0.14,-0.14,1.00,-0.52,-0.37,-0.03,-0.37,-0.51,0.04,-0.28,0.76,0.87
-0.09,-0.09,-0.52,1.00,0.68,-0.21,0.01,0.40,0.50,0.22,-0.48,-0.37
-0.30,-0.30,-0.37,0.68,1.00,-0.17,0.21,0.69,0.08,0.82,-0.26,-0.14
0.51,0.51,-0.03,-0.21,-0.17,1.00,0.30,0.07,0.00,0.08,-0.43,0.17
-0.45,-0.45,-0.37,0.01,0.21,0.30,1.00,0.28,0.26,0.58,-0.19,-0.03
-0.06,-0.06,-0.51,0.40,0.69,0.07,0.28,1.00,-0.31,0.70,-0.67,-0.14
-0.43,-0.43,0.04,0.50,0.08,0.00,0.26,-0.31,1.00,-0.07,0.11,0.06
-0.44,-0.44,-0.28,0.22,0.82,0.08,0.58,0.70,-0.07,1.00,-0.16,0.02
-0.45,-0.45,0.76,-0.48,-0.26,-0.43,-0.19,-0.67,0.11,-0.16,1.00,0.48
-0.21,-0.21,0.87,-0.37,-0.14,0.17,-0.03,-0.14,0.06,0.02,0.48,1.00
