1.00,0.75,0.52,0.47,0.68,0.67,0.55,0.47,0.17,0.01,0.29,-0.19
0.75,1.00,0.77,-0.00,0.29,0.42,0.39,0.04,-0.19,0.13,0.12,-0.31
0.52,0.77,1.00,0.31,0.52,0.56,0.67,-0.04,-0.21,0.34,0.25,0.24
0.47,-0.00,0.31,1.00,0.82,0.55,0.55,0.43,0.29,0.15,0.31,0.57
0.68,0.29,0.52,0.82,1.00,0.87,0.83,0.52,0.47,0.45,0.65,0.53
0.67,0.42,0.56,0.55,0.87,1.00,0.94,0.67,0.49,0.49,0.45,0.30
0.55,0.39,0.67,0.55,0.83,0.94,1.00,0.60,0.40,0.42,0.37,0.33
0.47,0.04,-0.04,0.43,0.52,0.67,0.60,1.00,0.75,0.10,-0.05,-0.14
0.17,-0.19,-0.21,0.29,0.47,0.49,0.40,0.75,1.00,0.52,0.38,0.16
0.01,0.13,0.34,0.15,0.45,0.49,0.42,0.10,0.52,1.00,0.62,0.60
0.29,0.12,0.25,0.31,0.65,0.45,0.37,-0.05,0.38,0.62,1.00,0.60
-0.19,-0.31,0.24,0.57,0.53,0.30,0.33,-0.14,0.16,0.60,0.60,1.00
