1.00,0.94,0.82,0.79,0.56,0.56,0.58,0.77,-0.04,-0.19,-0.47,-0.32
0.94,1.00,0.88,0.84,0.72,0.76,0.53,0.68,0.02,0.06,-0.22,-0.11
0.82,0.88,1.00,0.90,0.76,0.77,0.54,0.66,0.21,0.25,-0.16,-0.12
0.79,0.84,0.90,1.00,0.93,0.80,0.32,0.50,0.11,0.22,-0.31,-0.21
0.56,0.72,0.76,0.93,1.00,0.88,0.10,0.28,0.20,0.45,-0.06,0.02
0.56,0.76,0.77,0.80,0.88,1.00,0.36,0.33,0.09,0.66,0.28,0.35
0.58,0.53,0.54,0.32,0.10,0.36,1.00,0.67,-0.25,0.17,-0.04,-0.09
0.77,0.68,0.66,0.50,0.28,0.33,0.67,1.00,0.37,-0.15,-0.33,-0.19
-0.04,0.02,0.21,0.11,0.20,0.09,-0.25,0.37,1.00,0.13,0.15,0.25
-0.19,0.06,0.25,0.22,0.45,0.66,0.17,-0.15,0.13,1.00,0.76,0.66
-0.47,-0.22,-0.16,-0.31,-0.06,0.28,-0.04,-0.33,0.15,0.76,1.00,0.93
-0.32,-0.11,-0.12,-0.21,0.02,0.35,-0.09,-0.19,0.25,0.66,0.93,1.00
