1.00,0.98,0.95,0.57,0.29,-0.14,-0.15,-0.26,-0.19,0.03,0.09,0.06
0.98,1.00,0.94,0.59,0.29,-0.13,-0.10,-0.24,-0.14,0.06,0.14,0.11
0.95,0.94,1.00,0.73,0.39,-0.04,0.01,-0.12,0.01,0.16,0.26,0.27
0.57,0.59,0.73,1.00,0.67,0.36,0.48,0.38,0.44,0.64,0.75,0.67
0.29,0.29,0.39,0.67,1.00,0.86,0.85,0.76,0.67,0.66,0.68,0.56
-0.14,-0.13,-0.04,0.36,0.86,1.00,0.98,0.97,0.88,0.77,0.70,0.63
-0.15,-0.10,0.01,0.48,0.85,0.98,1.00,0.98,0.93,0.83,0.79,0.74
-0.26,-0.24,-0.12,0.38,0.76,0.97,0.98,1.00,0.92,0.84,0.75,0.70
-0.19,-0.14,0.01,0.44,0.67,0.88,0.93,0.92,1.00,0.88,0.83,0.88
0.03,0.06,0.16,0.64,0.66,0.77,0.83,0.84,0.88,1.00,0.95,0.90
0.09,0.14,0.26,0.75,0.68,0.70,0.79,0.75,0.83,0.95,1.00,0.95
0.06,0.11,0.27,0.67,0.56,0.63,0.74,0.70,0.88,0.90,0.95,1.00
