1.00,0.97,0.85,0.57,0.74,0.79,0.72,0.68,0.55,0.47,0.24,0.26
0.97,1.00,0.85,0.57,0.79,0.87,0.80,0.80,0.59,0.49,0.28,0.32
0.85,0.85,1.00,0.75,0.85,0.86,0.74,0.68,0.60,0.58,0.44,0.46
0.57,0.57,0.75,1.00,0.88,0.68,0.81,0.71,0.89,0.74,0.63,0.61
0.74,0.79,0.85,0.88,1.00,0.93,0.95,0.86,0.80,0.69,0.48,0.52
0.79,0.87,0.86,0.68,0.93,1.00,0.89,0.81,0.58,0.51,0.35,0.40
0.72,0.80,0.74,0.81,0.95,0.89,1.00,0.95,0.85,0.76,0.58,0.63
0.68,0.80,0.68,0.71,0.86,0.81,0.95,1.00,0.85,0.70,0.47,0.55
0.55,0.59,0.60,0.89,0.80,0.58,0.85,0.85,1.00,0.82,0.65,0.66
0.47,0.49,0.58,0.74,0.69,0.51,0.76,0.70,0.82,1.00,0.88,0.93
0.24,0.28,0.44,0.63,0.48,0.35,0.58,0.47,0.65,0.88,1.00,0.98
0.26,0.32,0.46,0.61,0.52,0.40,0.63,0.55,0.66,0.93,0.98,1.00
