1.00,0.79,0.77,0.60,-0.06,0.66,0.68,0.64,0.68,0.64,0.58,0.27
0.79,1.00,0.57,0.35,-0.46,0.30,0.70,0.55,0.46,0.48,0.33,0.57
0.77,0.57,1.00,0.64,-0.30,0.41,0.28,0.25,0.57,0.56,0.55,0.03
0.60,0.35,0.64,1.00,0.37,0.53,0.50,0.46,0.76,0.79,0.65,-0.11
-0.06,-0.46,-0.30,0.37,1.00,0.48,0.20,0.33,0.35,0.28,0.30,-0.27
0.66,0.30,0.41,0.53,0.48,1.00,0.74,0.84,0.82,0.61,0.70,0.32
0.68,0.70,0.28,0.50,0.20,0.74,1.00,0.86,0.68,0.55,0.44,0.53
0.64,0.55,0.25,0.46,0.33,0.84,0.86,1.00,0.87,0.77,0.76,0.70
0.68,0.46,0.57,0.76,0.35,0.82,0.68,0.87,1.00,0.95,0.95,0.45
0.64,0.48,0.56,0.79,0.28,0.61,0.55,0.77,0.95,1.00,0.94,0.41
0.58,0.33,0.55,0.65,0.30,0.70,0.44,0.76,0.95,0.94,1.00,0.43
0.27,0.57,0.03,-0.11,-0.27,0.32,0.53,0.70,0.45,0.41,0.43,1.00
