1.00,0.95,0.84,0.72,0.61,0.63,0.27,0.32,0.36,0.23,-0.04,-0.24
0.95,1.00,0.83,0.62,0.49,0.51,0.23,0.36,0.38,0.29,0.01,-0.11
0.84,0.83,1.00,0.88,0.80,0.73,0.23,0.26,0.38,0.16,-0.01,0.02
0.72,0.62,0.88,1.00,0.96,0.92,0.35,0.23,0.32,0.27,0.14,0.16
0.61,0.49,0.80,0.96,1.00,0.97,0.51,0.35,0.47,0.41,0.31,0.27
0.63,0.51,0.73,0.92,0.97,1.00,0.57,0.42,0.57,0.54,0.39,0.30
0.27,0.23,0.23,0.35,0.51,0.57,1.00,0.93,0.79,0.73,0.50,0.11
0.32,0.36,0.26,0.23,0.35,0.42,0.93,1.00,0.85,0.67,0.34,0.03
0.36,0.38,0.38,0.32,0.47,0.57,0.79,0.85,1.00,0.71,0.44,0.21
0.23,0.29,0.16,0.27,0.41,0.54,0.73,0.67,0.71,1.00,0.88,0.63
-0.04,0.01,-0.01,0.14,0.31,0.39,0.50,0.34,0.44,0.88,1.00,0.77
-0.24,-0.11,0.02,0.16,0.27,0.30,0.11,0.03,0.21,0.63,0.77,1.00
