1.00,-0.26,0.64,0.47,-0.30,0.42,0.47,0.54,0.37,0.29,-0.13,0.01
-0.26,1.00,0.16,0.10,0.41,-0.26,0.25,0.27,0.23,0.47,0.33,-0.25
0.64,0.16,1.00,0.71,-0.07,-0.03,0.77,0.78,0.60,0.54,0.14,-0.04
0.47,0.10,0.71,1.00,0.07,-0.01,0.77,0.80,0.75,0.58,-0.15,-0.03
-0.30,0.41,-0.07,0.07,1.00,0.32,0.33,0.39,0.58,0.50,0.12,-0.42
0.42,-0.26,-0.03,-0.01,0.32,1.00,0.12,0.28,0.37,0.38,-0.33,-0.34
0.47,0.25,0.77,0.77,0.33,0.12,1.00,0.91,0.81,0.66,0.04,-0.29
0.54,0.27,0.78,0.80,0.39,0.28,0.91,1.00,0.95,0.76,-0.12,-0.29
0.37,0.23,0.60,0.75,0.58,0.37,0.81,0.95,1.00,0.79,-0.17,-0.27
0.29,0.47,0.54,0.58,0.50,0.38,0.66,0.76,0.79,1.00,0.25,-0.07
-0.13,0.33,0.14,-0.15,0.12,-0.33,0.04,-0.12,-0.17,0.25,1.00,0.43
0.01,-0.25,-0.04,-0.03,-0.42,-0.34,-0.29,-0.29,-0.27,-0.07,0.43,1.00
