,,,,,,,,,,,
,,,,,,,,,,,
,,1.00,0.50,-0.55,0.34,-0.40,0.51,0.39,0.08,-0.39,-0.26
,,0.50,1.00,-0.44,-0.33,-0.83,0.07,-0.08,-0.36,0.04,0.09
,,-0.55,-0.44,1.00,-0.20,0.36,-0.12,0.24,-0.07,-0.00,0.19
,,0.34,-0.33,-0.20,1.00,0.60,0.10,0.23,0.89,0.27,-0.73
,,-0.40,-0.83,0.36,0.60,1.00,-0.28,-0.13,0.65,0.24,-0.32
,,0.51,0.07,-0.12,0.10,-0.28,1.00,0.85,-0.28,-0.50,0.24
,,0.39,-0.08,0.24,0.23,-0.13,0.85,1.00,-0.03,-0.33,-0.02
,,0.08,-0.36,-0.07,0.89,0.65,-0.28,-0.03,1.00,0.42,-0.90
,,-0.39,0.04,-0.00,0.27,0.24,-0.50,-0.33,0.42,1.00,-0.26
,,-0.26,0.09,0.19,-0.73,-0.32,0.24,-0.02,-0.90,-0.26,1.00
