1.00,0.80,0.45,0.78,0.92,0.66,0.45,0.52,0.48,0.50,0.33,0.75
0.80,1.00,0.49,0.52,0.85,0.96,0.62,0.64,0.49,0.47,0.36,0.84
0.45,0.49,1.00,0.67,0.57,0.48,0.30,0.21,0.56,0.31,0.19,0.64
0.78,0.52,0.67,1.00,0.87,0.50,0.45,0.35,0.68,0.73,0.60,0.79
0.92,0.85,0.57,0.87,1.00,0.82,0.63,0.64,0.70,0.74,0.61,0.93
0.66,0.96,0.48,0.50,0.82,1.00,0.69,0.74,0.61,0.61,0.54,0.89
0.45,0.62,0.30,0.45,0.63,0.69,1.00,0.64,0.74,0.74,0.74,0.56
0.52,0.64,0.21,0.35,0.64,0.74,0.64,1.00,0.79,0.67,0.62,0.66
0.48,0.49,0.56,0.68,0.70,0.61,0.74,0.79,1.00,0.86,0.81,0.72
0.50,0.47,0.31,0.73,0.74,0.61,0.74,0.67,0.86,1.00,0.98,0.76
0.33,0.36,0.19,0.60,0.61,0.54,0.74,0.62,0.81,0.98,1.00,0.66
0.75,0.84,0.64,0.79,0.93,0.89,0.56,0.66,0.72,0.76,0.66,1.00
